Language,Set Name,Set Name (EN),Set Code,Year,Release Date,Series,Cards In Set,Cards Listed,Sources
German,Plasma-Sturm,,PLS,2013,2013-02-06,Schwarz & Weiß,135,138,tcgdex
German,Plasma-Frost,,PLF,2013,2013-05-08,Schwarz & Weiß,116,122,tcgdex
German,Plasma-Blaster,,PLB,2013,2013-08-14,Schwarz & Weiß,101,105,tcgdex
German,XY Promokarten,,XYP,2013,2013-10-12,XY,211,0,tcgdex
German,Willkommen in Kalos,,KSS,2013,2013-11-08,XY,39,39,tcgdex
German,Gelbes-A-Alternativkarten,,xya,2014,2014-02-05,XY,6,0,tcgdex
German,XY,,XY,2014,2014-02-05,XY,146,146,tcgdex
German,Flammenmeer,,FLF,2014,2014-05-07,XY,106,109,tcgdex
German,Fliegende Fäuste,,FFI,2014,2014-08-13,XY,111,113,tcgdex
German,Phantomkräfte,,PHF,2014,2014-11-05,XY,119,122,tcgdex
German,Protoshock,,PRC,2015,2015-02-04,XY,160,164,tcgdex
German,Drachenleuchten,,ROS,2015,2015-05-06,XY,108,110,tcgdex
German,Ewiger Anfang,,AOR,2015,2015-08-12,XY,98,100,tcgdex
German,TURBOstart,,BKT,2015,2015-11-04,XY,162,164,tcgdex
German,TURBOfieber,,BKP,2016,2016-02-03,XY,122,123,tcgdex
German,Generationen,,GEN,2016,2016-02-22,XY,83,0,tcgdex
German,Schicksalsschmiede,,FCO,2016,2016-05-02,XY,124,125,tcgdex
German,Dampfkessel,,STS,2016,2016-08-03,XY,114,116,tcgdex
German,Evolution,,EVO,2016,2016-11-02,XY,108,113,tcgdex
German,SM Promokarten,,SMP,2017,2017-02-03,Sonne & Mond,248,240,tcgdex
German,Sonne & Mond,,SUM,2017,2017-02-03,Sonne & Mond,149,163,tcgdex
German,Stunde der Wächter,,GRI,2017,2017-05-05,Sonne & Mond,145,169,tcgdex
German,Nacht in Flammen,,BUS,2017,2017-08-04,Sonne & Mond,147,169,tcgdex
German,Schimmernde Legenden,,SLG,2017,2017-10-06,Sonne & Mond,73,78,tcgdex
German,Aufziehen der Sturmröte,,CIN,2017,2017-11-03,Sonne & Mond,111,124,tcgdex
German,Ultra-Prisma,,UPR,2018,2018-02-02,Sonne & Mond,156,173,tcgdex
German,Grauen Der Lichtfinsternis,,FLI,2018,2018-05-04,Sonne & Mond,131,146,tcgdex
German,Sturm Am Firmament,,CES,2018,2018-08-03,Sonne & Mond,168,183,tcgdex
German,Majestät Der Drachen,,DRM,2018,2018-09-07,Sonne & Mond,70,78,tcgdex
German,Echo des Donners,,LOT,2018,2018-11-02,Sonne & Mond,214,236,tcgdex
German,Teams Sind Trumpf,,TEU,2019,2019-01-31,Sonne & Mond,181,196,tcgdex
German,Meisterdetektiv Pikachu,,DET,2019,2019-03-29,Sonne & Mond,18,18,tcgdex
German,Kräfte im Einklang,,UNB,2019,2019-05-03,Sonne & Mond,214,234,tcgdex
German,Bund der Gleichgesinnten,,UNM,2019,2019-08-02,Sonne & Mond,236,258,tcgdex
German,Verborgenes Schicksal,,HIF,2019,2019-08-23,Sonne & Mond,68,0,tcgdex
German,Verborgenes Schicksal Glitzer-Tresor,,sma,2019,2019-08-23,Sonne & Mond,94,0,tcgdex
German,Welten im Wandel,,CEC,2019,2019-11-01,Sonne & Mond,236,271,tcgdex
German,SCSC Promokarten,,swshp,2019,2019-11-15,Schwert & Schild,307,299,tcgdex
German,Schwert & Schild,,SSH,2020,2020-02-07,Schwert & Schild,202,216,tcgdex
German,Clash der Rebellen,,RCL,2020,2020-05-01,Schwert & Schild,192,209,tcgdex
German,Flammende Finsternis,,DAA,2020,2020-08-14,Schwert & Schild,189,201,tcgdex
German,Weg des Champs,,CPA,2020,2020-09-25,Schwert & Schild,73,80,tcgdex
German,Farbenschock,,VIV,2020,2020-11-13,Schwert & Schild,185,203,tcgdex
German,Glänzendes Schicksal,,SHF,2021,2021-02-19,Schwert & Schild,72,73,tcgdex
German,Glänzendes Schicksal Glitzer-Tresor,,SHF:SV,2021,2021-02-19,Schwert & Schild,122,122,tcgdex
German,Kampfstile,,BST,2021,2021-03-19,Schwert & Schild,163,183,tcgdex
German,Schaurige Herrschaft,,CRE,2021,2021-06-18,Schwert & Schild,198,233,tcgdex
German,Drachenwandel,,EVS,2021,2021-08-27,Schwert & Schild,203,237,tcgdex
German,Celebrations,,CEL,2021,2021-10-08,Schwert & Schild,25,25,tcgdex
German,Celebrations Klassische Kollektion,,CEL:CC,2021,2021-10-08,Schwert & Schild,25,0,tcgdex
German,Fusions Angriff,,FST,2021,2021-11-12,Schwert & Schild,264,284,tcgdex
German,Strahlende Sterne,,BRS,2022,2022-02-25,Schwert & Schild,172,186,tcgdex
German,Strahlende Sterne Trainer-Galerie,,BRS:TG,2022,2022-02-25,Schwert & Schild,30,30,tcgdex
German,Astralglanz,,ASR,2022,2022-05-27,Schwert & Schild,189,216,tcgdex
German,Astralglanz Trainer-Galerie,,ASR:TG,2022,2022-05-27,Schwert & Schild,30,30,tcgdex
German,Pokémon GO,,PGO,2022,2022-07-01,Schwert & Schild,78,88,tcgdex
German,Verlorener Ursprung,,LOR,2022,2022-09-09,Schwert & Schild,196,217,tcgdex
German,Verlorener Ursprung Trainer-Galerie,,LOR:TG,2022,2022-09-09,Schwert & Schild,30,30,tcgdex
German,Silberne Sturmwinde,,SIT,2022,2022-11-11,Schwert & Schild,195,215,tcgdex
German,Silberne Sturmwinde Trainer-Galerie,,SIT:TG,2022,2022-11-11,Schwert & Schild,30,30,tcgdex
German,Zenit der Könige,,CRZ,2023,2023-01-20,Schwert & Schild,159,160,tcgdex
German,Zenit der Könige Galar-Galerie,,CRZ:GG,2023,2023-01-20,Schwert & Schild,70,70,tcgdex
German,Karmesin & Purpur,,SVI,2023,2023-03-31,Karmesin & Purpur,198,258,tcgdex
German,Karmesin & Purpur Energie,,SVE,2023,2023-03-31,Karmesin & Purpur,24,24,tcgdex
German,SVP Black Star Promos,,SVP,2023,2023-03-31,Karmesin & Purpur,225,216,tcgdex
German,Entwicklungen in Paldea,,PAL,2023,2023-06-09,Karmesin & Purpur,193,279,tcgdex
German,Obsidian Flammen,,OBF,2023,2023-08-11,Karmesin & Purpur,197,230,tcgdex
German,151,,MEW,2023,2023-09-22,Karmesin & Purpur,165,207,tcgdex
German,Paradoxrift,,PAR,2023,2023-11-03,Karmesin & Purpur,182,266,tcgdex
German,Paldeas Schicksale,,PAF,2024,2024-01-26,Karmesin & Purpur,91,245,tcgdex
German,Gewalten der Zeit,,TEF,2024,2024-03-22,Karmesin & Purpur,162,218,tcgdex
German,Maskerade im Zwielicht,,TWM,2024,2024-05-24,Karmesin & Purpur,167,226,tcgdex
German,Nebel der Sagen,,SFA,2024,2024-08-02,Karmesin & Purpur,64,99,tcgdex
German,Stellarkrone,,SCR,2024,2024-09-13,Karmesin & Purpur,142,175,tcgdex
German,PROMO-A,,P-A,2024,2024-10-30,Pokémon‑Sammelkartenspiel‑Pocket,0,73,tcgdex
German,Unschlagbare Gene,,A1,2024,2024-10-30,Pokémon‑Sammelkartenspiel‑Pocket,226,286,tcgdex
German,Stürmische Funken,,SSP,2024,2024-11-08,Karmesin & Purpur,191,252,tcgdex
German,Mysteriöse Insel,,A1a,2024,2024-12-17,Pokémon‑Sammelkartenspiel‑Pocket,68,86,tcgdex
German,Prismatische Entwicklungen,,PRE,2025,2025-01-17,Karmesin & Purpur,131,180,tcgdex
German,Kollision von Raum und Zeit,,A2,2025,2025-01-30,Pokémon‑Sammelkartenspiel‑Pocket,140,207,tcgdex
German,Licht des Triumphs,,A2a,2025,2025-02-28,Pokémon‑Sammelkartenspiel‑Pocket,75,96,tcgdex
German,Glänzendes Festival,,A2b,2025,2025-03-27,Pokémon‑Sammelkartenspiel‑Pocket,72,111,tcgdex
German,Reisegefährten,,JTG,2025,2025-03-28,Karmesin & Purpur,159,190,tcgdex
German,Hüter des Firmaments,,A3,2025,2025-04-30,Pokémon‑Sammelkartenspiel‑Pocket,155,239,tcgdex
German,Ewige Rivalen,,DRI,2025,2025-05-30,Karmesin & Purpur,182,244,tcgdex
German,Schwarze Blitze,,BLK,2025,2025-07-17,Karmesin & Purpur,86,172,tcgdex
German,Weiße Flammen,,WHT,2025,2025-07-17,Karmesin & Purpur,86,173,tcgdex
German,Verborgene Quelle,,A4a,2025,2025-08-28,Pokémon‑Sammelkartenspiel‑Pocket,71,0,tcgdex
German,Mega-Entwicklung Energie,,MEE,2025,2025-09-25,Mega-Entwicklung,8,8,tcgdex
German,MEP Black Star Promos,,MEP,2025,2025-09-26,Mega-Entwicklung,0,60,tcgdex
German,Mega-Entwicklung,,MEG,2025,2025-09-26,Mega-Entwicklung,132,188,tcgdex
German,Fatale Flammen,,PFL,2025,2025-11-14,Mega-Entwicklung,94,130,tcgdex
German,Feuerrote Flammen,,B1a,2025,2025-12-17,Pokémon‑Sammelkartenspiel‑Pocket,69,0,tcgdex
German,Traumhafte Parade,,B2,2026,2026-01-29,Pokémon‑Sammelkartenspiel‑Pocket,155,0,tcgdex
German,Erhabene Helden,,ASC,2026,2026-01-30,Mega-Entwicklung,217,295,tcgdex
German,Paldean Wonders,,B2a,2026,2026-02-26,Pokémon‑Sammelkartenspiel‑Pocket,93,129,tcgdex
German,Optimale Ordnung,,POR,2026,2026-03-27,Mega-Entwicklung,88,124,tcgdex
German,Wachsendes Chaos,,CRI,2026,2026-05-22,Mega-Entwicklung,86,122,tcgdex
German,Dunkelnacht,,PBL,2026,2026-07-17,Mega-Entwicklung,84,120,tcgdex
English,Miscellaneous Promos,Miscellaneous Promos,MP,1996,1996-01-01,Other,1,1,"database.xlsx,tcgdex"
English,Base Set,Base Set,BS,1999,1999-01-09,Original Series,102,102,"database.xlsx,tcgdex"
English,Base Set (Shadowless),Base Set (Shadowless),BS,1999,1999-01-09,Original Series,,0,database.xlsx
English,Jungle,Jungle,JU,1999,1999-06-16,Original Series,64,64,"database.xlsx,tcgdex"
English,Topps Series 1,Topps Series 1,,1999,1999-06-28,Topps Series,,0,database.xlsx
English,Wizards Black Star Promos,,basep,1999,1999-07-01,Base,53,53,tcgdex
English,Wizards of the Coast Promos,Wizards of the Coast Promos,WP,1999,1999-07-01,Original Series,7,0,"database.xlsx,tcgdex"
English,Fossil,Fossil,FO,1999,1999-10-10,Original Series,62,62,"database.xlsx,tcgdex"
English,The First Movie,The First Movie,,1999,1999-11-12,Topps Series,,0,database.xlsx
English,Jumbo cards,,jumbo,2000,2000-02-01,Miscellaneous,160,0,tcgdex
English,Base Set 2,Base Set 2,B2,2000,2000-02-24,Original Series,130,130,"database.xlsx,tcgdex"
English,Team Rocket,Team Rocket,TR,2000,2000-04-24,Original Series,82,83,"database.xlsx,tcgdex"
English,Topps Chrome Series 1,Topps Chrome Series 1,,2000,2000-06-01,Topps Series,,0,database.xlsx
English,Topps Series 2,Topps Series 2,,2000,2000-06-01,Topps Series,,0,database.xlsx
English,The Movie 2000,The Movie 2000,,2000,2000-07-01,Topps Series,,0,database.xlsx
English,Gym Heroes,Gym Heroes,G1,2000,2000-08-14,Original Series,132,132,"database.xlsx,tcgdex"
English,Gym Challenge,Gym Challenge,G2,2000,2000-10-16,Original Series,132,132,"database.xlsx,tcgdex"
English,Topps Chrome Series 2,Topps Chrome Series 2,,2000,2000-12-01,Topps Series,,0,database.xlsx
English,Topps Series 3,Topps Series 3,,2000,2000-12-01,Topps Series,,0,database.xlsx
English,Neo Genesis,Neo Genesis,N1,2000,2000-12-16,Neo Series,111,111,"database.xlsx,tcgdex"
English,Johto Series 1,Johto Series 1,,2001,2001-02-01,Topps Series,,0,database.xlsx
English,Johto Series 3,Johto Series 3,,2001,2001-05-01,Topps Series,,0,database.xlsx
English,Neo Discovery,Neo Discovery,N2,2001,2001-06-01,Neo Series,75,75,"database.xlsx,tcgdex"
English,Southern Islands,Southern Islands,SI,2001,2001-07-31,Other,18,18,"database.xlsx,tcgdex"
English,Neo Revelation,Neo Revelation,N3,2001,2001-09-21,Neo Series,64,66,"database.xlsx,tcgdex"
English,Johto League Champions,Johto League Champions,,2001,2001-11-01,Topps Series,,0,database.xlsx
English,Energize Your Game Cycle 2002,Energize Your Game Cycle 2002,EN02,2002,2002-01-01,Unnumbered Energies,,0,database.xlsx
English,Neo Destiny,Neo Destiny,N4,2002,2002-02-28,Neo Series,105,113,"database.xlsx,tcgdex"
English,Legendary Collection,Legendary Collection,LC,2002,2002-05-24,Legendary Collection Series,110,110,"database.xlsx,tcgdex"
English,Sample,,sp,2002,2002-08-01,E-Card,10,0,tcgdex
English,Expedition Base Set,Expedition Base Set,EX,2002,2002-09-15,e-Card Series,165,165,"database.xlsx,tcgdex"
English,Best of Game,Best of Game,BG,2002,2002-12-01,Other,9,9,"database.xlsx,tcgdex"
English,Aquapolis,Aquapolis,AQ,2003,2003-01-15,e-Card Series,147,181,"database.xlsx,tcgdex"
English,Advanced,Advanced,,2003,2003-05-01,Topps Series,,0,database.xlsx
English,Skyridge,Skyridge,SK,2003,2003-05-12,e-Card Series,144,182,"database.xlsx,tcgdex"
English,EX Ruby & Sapphire,EX Ruby & Sapphire,RS,2003,2003-06-18,EX Series,109,109,"database.xlsx,tcgdex"
English,Nintendo Promos,Nintendo Promos,NP,2003,2003-09-01,EX Series,40,40,"database.xlsx,tcgdex"
English,EX Sandstorm,EX Sandstorm,SS,2003,2003-09-17,EX Series,100,100,"database.xlsx,tcgdex"
English,EX Dragon,EX Dragon,DR,2003,2003-11-24,EX Series,97,100,"database.xlsx,tcgdex"
English,EX Team Magma vs Team Aqua,EX Team Magma vs Team Aqua,MA,2004,2004-03-15,EX Series,95,97,"database.xlsx,tcgdex"
English,Advanced Challenge,Advanced Challenge,HL,2004,2004-06-01,Topps Series,101,102,"database.xlsx,tcgdex"
English,EX Trainer Kit (Latias),EX Trainer Kit (Latias),TK1A,2004,2004-07-01,Trainer & Deck Kits,10,10,"database.xlsx,tcgdex"
English,EX Trainer Kit (Latios),EX Trainer Kit (Latios),TK1O,2004,2004-07-01,Trainer & Deck Kits,10,10,"database.xlsx,tcgdex"
English,Poké Card Creator Pack,Poké Card Creator Pack,PCP,2004,2004-07-01,Other,5,5,"database.xlsx,tcgdex"
English,EX FireRed & LeafGreen,EX FireRed & LeafGreen,RG,2004,2004-08-30,EX Series,112,116,"database.xlsx,tcgdex"
English,POP Series 1,POP Series 1,POP1,2004,2004-09-01,Play! Pokémon Series,17,17,"database.xlsx,tcgdex"
English,Team Rocket Returns,,TR,2004,2004-11-01,EX,109,111,tcgdex
English,WC Deck 2004 (Blaziken Tech),WC Deck 2004 (Blaziken Tech),,2004,2004-11-01,World Championships Decks,,0,database.xlsx
English,WC Deck 2004 (Magma Spirit),WC Deck 2004 (Magma Spirit),,2004,2004-11-01,World Championships Decks,,0,database.xlsx
English,WC Deck 2004 (Rocky Beach),WC Deck 2004 (Rocky Beach),,2004,2004-11-01,World Championships Decks,,0,database.xlsx
English,WC Deck 2004 (Team Rushdown),WC Deck 2004 (Team Rushdown),,2004,2004-11-01,World Championships Decks,,0,database.xlsx
English,EX Team Rocket Returns,EX Team Rocket Returns,TR,2004,2004-11-08,EX Series,,0,database.xlsx
English,2005 Energies,2005 Energies,EN05,2005,2005-01-01,Unnumbered Energies,,0,database.xlsx
English,EX Deoxys,EX Deoxys,DX,2005,2005-02-14,EX Series,107,108,"database.xlsx,tcgdex"
English,EX Emerald,EX Emerald,EM,2005,2005-05-09,EX Series,106,107,"database.xlsx,tcgdex"
English,POP Series 2,POP Series 2,POP2,2005,2005-08-01,Play! Pokémon Series,17,17,"database.xlsx,tcgdex"
English,EX Unseen Forces,EX Unseen Forces,UF,2005,2005-08-22,EX Series,115,117,"database.xlsx,tcgdex"
English,Unseen Forces Unown Collection,,exu,2005,2005-08-22,EX,28,28,tcgdex
English,EX Delta Species,EX Delta Species,DS,2005,2005-10-31,EX Series,113,114,"database.xlsx,tcgdex"
English,WC Deck 2005 (Bright Aura),WC Deck 2005 (Bright Aura),,2005,2005-10-31,World Championships Decks,,0,database.xlsx
English,WC Deck 2005 (Dark Tyranitar),WC Deck 2005 (Dark Tyranitar),,2005,2005-10-31,World Championships Decks,,0,database.xlsx
English,WC Deck 2005 (King of the West),WC Deck 2005 (King of the West),,2005,2005-10-31,World Championships Decks,,0,database.xlsx
English,WC Deck 2005 (Queendom),WC Deck 2005 (Queendom),,2005,2005-10-31,World Championships Decks,,0,database.xlsx
English,2006 Energies,2006 Energies,EN06,2006,2006-01-01,Unnumbered Energies,,0,database.xlsx
English,EX Legend Maker,EX Legend Maker,LM,2006,2006-02-13,EX Series,92,93,"database.xlsx,tcgdex"
English,EX Trainer Kit 2 (Minun),EX Trainer Kit 2 (Minun),TK2M,2006,2006-03-01,Trainer & Deck Kits,12,12,"database.xlsx,tcgdex"
English,EX Trainer Kit 2 (Plusle),EX Trainer Kit 2 (Plusle),TK2P,2006,2006-03-01,Trainer & Deck Kits,12,12,"database.xlsx,tcgdex"
English,POP Series 3,POP Series 3,POP3,2006,2006-04-01,Play! Pokémon Series,17,17,"database.xlsx,tcgdex"
English,EX Holon Phantoms,EX Holon Phantoms,HP,2006,2006-05-03,EX Series,110,111,"database.xlsx,tcgdex"
English,POP Series 4,POP Series 4,POP4,2006,2006-08-01,Play! Pokémon Series,17,17,"database.xlsx,tcgdex"
English,Next Quest,Next Quest,,2006,2006-08-27,Other,,0,database.xlsx
English,EX Crystal Guardians,EX Crystal Guardians,CG,2006,2006-08-30,EX Series,100,100,"database.xlsx,tcgdex"
English,WC Deck 2006 (B-L-S),WC Deck 2006 (B-L-S),,2006,2006-10-31,World Championships Decks,,0,database.xlsx
English,WC Deck 2006 (Eeveelutions),WC Deck 2006 (Eeveelutions),,2006,2006-10-31,World Championships Decks,,0,database.xlsx
English,WC Deck 2006 (Mewtrick),WC Deck 2006 (Mewtrick),,2006,2006-10-31,World Championships Decks,,0,database.xlsx
English,WC Deck 2006 (Suns & Moons),WC Deck 2006 (Suns & Moons),,2006,2006-10-31,World Championships Decks,,0,database.xlsx
English,EX Dragon Frontiers,EX Dragon Frontiers,DF,2006,2006-11-08,EX Series,101,101,"database.xlsx,tcgdex"
English,EX Power Keepers,EX Power Keepers,PK,2007,2007-02-14,EX Series,108,108,"database.xlsx,tcgdex"
English,POP Series 5,POP Series 5,POP5,2007,2007-03-01,Play! Pokémon Series,17,17,"database.xlsx,tcgdex"
English,Diamond & Pearl Promos,Diamond & Pearl Promos,DPP,2007,2007-05-01,Diamond & Pearl Series,56,56,"database.xlsx,tcgdex"
English,2007 Energies,2007 Energies,EN07,2007,2007-05-23,Unnumbered Energies,,0,database.xlsx
English,Diamond & Pearl,Diamond & Pearl,DP,2007,2007-05-23,Diamond & Pearl Series,130,130,"database.xlsx,tcgdex"
English,Mysterious Treasures,Mysterious Treasures,MT,2007,2007-08-22,Diamond & Pearl Series,123,124,"database.xlsx,tcgdex"
English,DP Trainer Kit (Lucario),DP Trainer Kit (Lucario),TK3L,2007,2007-09-01,Trainer & Deck Kits,11,11,"database.xlsx,tcgdex"
English,DP Trainer Kit (Manaphy),DP Trainer Kit (Manaphy),TK3M,2007,2007-09-01,Trainer & Deck Kits,12,12,"database.xlsx,tcgdex"
English,POP Series 6,POP Series 6,POP6,2007,2007-09-01,Play! Pokémon Series,17,17,"database.xlsx,tcgdex"
English,Secret Wonders,Secret Wonders,SW,2007,2007-11-07,Diamond & Pearl Series,132,132,"database.xlsx,tcgdex"
English,WC Deck 2007 (Flyvees),WC Deck 2007 (Flyvees),,2007,2007-11-19,World Championships Decks,,0,database.xlsx
English,WC Deck 2007 (Legendary Ascent),WC Deck 2007 (Legendary Ascent),,2007,2007-11-19,World Championships Decks,,0,database.xlsx
English,WC Deck 2007 (Rambolt),WC Deck 2007 (Rambolt),,2007,2007-11-19,World Championships Decks,,0,database.xlsx
English,WC Deck 2007 (Swift Empoleon),WC Deck 2007 (Swift Empoleon),,2007,2007-11-19,World Championships Decks,,0,database.xlsx
English,Great Encounters,Great Encounters,GE,2008,2008-02-13,Diamond & Pearl Series,106,106,"database.xlsx,tcgdex"
English,POP Series 7,POP Series 7,POP7,2008,2008-03-01,Play! Pokémon Series,17,17,"database.xlsx,tcgdex"
English,Majestic Dawn,Majestic Dawn,MD,2008,2008-05-21,Diamond & Pearl Series,100,100,"database.xlsx,tcgdex"
English,Burger King Collection 2008,Burger King Collection 2008,,2008,2008-07-07,Other,,0,database.xlsx
English,Legends Awakened,Legends Awakened,LA,2008,2008-08-20,Diamond & Pearl Series,146,146,"database.xlsx,tcgdex"
